,Chromosome,Start,End,Nclone
1004,8,3635646,4294791,74
1005,8,4299996,4692082,48
1006,8,4708444,5657660,43
1007,8,5677578,5923347,12
1008,8,5952862,6907624,98
1009,8,7040596,7261418,3
1010,8,7359040,7789937,5
1011,8,8117271,8132139,2
1012,8,8148437,11897919,356
1013,8,11903901,12448374,5
1014,8,12511855,12602139,4
1015,8,12623479,14185328,128
1016,8,14193778,14291793,13
1017,8,14298266,16315130,119
1018,8,16373516,16668380,15
1019,8,16701627,17310921,58
1020,8,17316883,18940172,157
1021,8,18983405,19153325,9
1022,8,19181564,21447923,139
1023,8,21490551,22657603,149
1024,8,22663858,23132039,58
1025,8,23137151,25096564,149
1026,8,25114132,25774629,65
1027,8,25782621,26587838,77
1028,8,26613950,27431467,73
1029,8,27439677,28182114,81
1030,8,28208003,28538941,33
1031,8,28568337,28877291,32
1032,8,28883487,29205723,37
1033,8,29233976,29264810,6
1034,8,29281419,29430834,5
1035,8,29497110,29571339,6
1036,8,29592601,30101874,30
1037,8,30109992,30278937,14
1038,8,30302476,30776804,55
1039,8,30786432,30939857,12
1040,8,30952516,31295499,36
1041,8,31336091,31896351,42
1042,8,31906730,32154763,28
1043,8,32161837,32407642,32
1044,8,32418860,32553445,16
1045,8,32567438,32617200,8
1046,8,32625061,32786232,18
1047,8,32812909,32947324,7
1048,8,32962484,33337952,16
1049,8,33344787,34072415,62
1050,8,34104577,34785140,34
1051,8,34801779,34987140,8
1052,8,35005401,35166837,9
1053,8,35204286,35426691,14
1054,8,35453083,35676140,26
1055,8,35694285,35751327,7
1056,8,35761900,35857879,7
1057,8,35875555,36133992,12
1058,8,36153626,36327657,7
1059,8,36347029,36416687,4
1060,8,36426253,36481039,5
1061,8,36512939,36612488,5
1062,8,36627162,36673994,3
1063,8,36719696,36769058,3
1064,8,36779836,36973293,17
1065,8,37028146,37290782,8
1066,8,37317937,37617735,13
1067,8,37636761,37737912,15
1068,8,37746286,37882239,20
1069,8,37896364,38162018,35
1070,8,38168564,38303346,20
1071,8,38313929,38522146,24
1072,8,38534092,38573218,2
1073,8,38599339,38743232,11
1074,8,38750609,38784733,4
1075,8,38796308,39003321,29
1076,8,39013480,39080885,9
1077,8,39094753,39268591,19
1078,8,39281207,39333915,8
1079,8,39356595,39363050,2
1080,8,39368509,39505256,18
1081,8,39535655,39813797,33
1082,8,39824552,39841148,2
1083,8,39870841,39957091,12
1084,8,39962335,40121328,12
1085,8,40125478,40131470,2
1086,8,40137595,40540201,18
1087,8,40546119,41025130,40
1088,8,41074444,41272917,11
1089,8,41279137,41562453,25
1090,8,41575958,42118548,55
1091,8,42123757,42175380,9
1092,8,42191493,42325689,15
1093,8,42333867,42484474,24
1094,8,42492780,42651517,13
1095,8,42663013,42899872,27
1096,8,42917603,43133142,28
1097,8,43143792,43155815,2
1098,8,43167926,43254441,8
1099,8,43264404,43419507,11
1100,8,43452736,43515874,3
1101,8,47575650,47718854,6
1102,8,47740011,48934830,91
1103,8,48952907,49214104,27
1104,8,49291873,50106229,46
1105,8,50133866,50469104,16
1106,8,50522918,51919678,111
1107,8,51970684,53247541,70
1108,8,53262924,54668893,103
1109,8,54691654,55840039,92
1110,8,55862289,56770315,68
1111,8,56798074,58669985,129
1112,8,58694882,59488208,47
1113,8,59494642,60065639,60
1114,8,60072685,60895610,41
1115,8,60942453,61985710,79
1116,8,62009253,64404832,208
1117,8,64430407,65154750,36
1118,8,65175271,67640344,170
1119,8,67648789,68228875,72
1120,8,68236561,69486500,120
1121,8,69491717,69596562,12
1122,8,69601839,71105403,122
1123,8,71114730,72584340,123
1124,8,72600927,73538243,58
1125,8,73566583,74092303,55
1126,8,74108126,74822651,69
1127,8,74834389,76915325,147
1128,8,76956931,78656441,83
1129,8,78683881,80171898,70
1130,8,80201442,82469298,162
1131,8,82493004,83964171,98
1132,8,83989363,86575296,175
1133,8,86580354,86725974,7
1134,8,86741736,88440494,145
1135,8,88445621,88492810,5
1136,8,88534367,91007791,133
1137,8,91015577,92330975,109
1138,8,92340223,94807075,152
1139,8,94809183,96249780,147
1140,8,96256921,97415885,75
1141,8,97415915,97633935,17
1142,8,97639200,98703368,103
1143,8,98721543,100441109,195
1144,8,100449572,100905868,53
1145,8,100916665,101800174,94
1146,8,101808084,102428770,39
1147,8,102442641,103122693,77
1148,8,103130143,104962929,175
1149,8,104974429,105842700,87
1150,8,105857203,107203129,91
1151,8,107262122,107851240,52
1152,8,107865666,108926406,56
1153,8,108963119,110219485,93
1154,8,110237460,111332167,82
1155,8,111366937,112386078,30
1156,8,112428669,113232393,23
1157,8,113259394,114138964,98
1158,8,114153939,114208361,7
1159,8,114214217,115827427,84
1160,8,115852788,116921245,63
1161,8,116969946,117894149,61
1162,8,117915188,119933236,159
1163,8,119955970,120250296,24
1164,8,120266140,121155354,83
1165,8,121164402,122030584,89
1166,8,122056726,122518495,17
1167,8,122563718,123364225,38
1168,8,123393035,123990378,32
1169,8,123998961,124006623,2
1170,8,124015208,124217100,28
1171,8,124226195,125428423,130
1172,8,125436684,125595512,20
1173,8,125614708,126552359,96
1174,8,126589494,127668868,63
1175,8,127689556,127938480,11
1176,8,127952070,128717669,37
1177,8,128767860,128892972,17
1178,8,128905144,129748492,48
1179,8,129784096,131534968,140
1180,8,131578988,133842009,169
1181,8,133850058,135582453,123
1182,8,135587578,136878332,93
1183,8,136914379,137301071,18
1184,8,137337404,139849337,140
1185,8,139857344,140647674,43
1186,8,140666163,142443623,206
1187,8,142452855,143775535,134
1188,8,143780031,144945861,158
1189,8,144953439,145949490,138
1190,8,145962567,146264846,40
1191,9,153131,194193,2
1192,9,210253,528529,39
1193,9,533322,559898,8
1194,9,561049,564737,4
1195,9,577359,779786,23
1196,9,795606,1081643,35
1197,9,1091407,1133457,3
1198,9,1140019,1140037,2
1199,9,1189217,1299415,10
1200,9,1308165,1310587,5
1201,9,1330131,5289937,382
1202,9,5298149,5330015,5
1203,9,5338569,6623341,132
1204,9,6631759,6684944,5
1205,9,6704941,7263688,56
1206,9,7319454,7723767,17
1207,9,7751878,10013842,181
1208,9,10026427,12104238,95
1209,9,12137751,13585855,86
1210,9,13628428,14053079,13
1211,9,14064086,15257912,112
1212,9,15263240,15413878,12
1213,9,15423811,15597236,22
1214,9,15605655,17354927,144
1215,9,17369886,19203822,144
1216,9,19218097,20705351,130
1217,9,20707840,21648291,124
1218,9,21698371,22292223,45
1219,9,22316165,24603645,115
1220,9,24667137,24827828,6
1221,9,24873989,25144678,8
1222,9,25195505,25969531,31
1223,9,26005964,27229184,86
1224,9,27239620,29186207,172
1225,9,29209997,30086705,27
1226,9,30134402,30542335,18
1227,9,30556050,32349951,76
1228,9,32358928,33474125,122
1229,9,33485659,33598877,7
1230,9,33611015,33938574,38
1231,9,33947741,34651900,95
1232,9,34654682,35861568,164
1233,9,35872626,36409434,67
1234,9,36418729,37260341,73
1235,9,37266871,37926418,81
1236,9,37932049,38449475,45
1237,9,38461231,38526930,8
1238,9,38561787,38731378,9
1239,9,38805416,39141696,5
1240,9,39157302,39244329,3
1241,9,39355550,40238048,3
1242,9,40361684,40520747,4
1243,9,42913008,43066618,5
1244,9,43094089,43410478,3
1245,9,43474997,43808233,2
1246,9,43948886,45739077,8
1247,9,64150817,67731038,12
1248,9,67935857,68151359,4
1249,9,68214035,68262872,2
1250,9,68272869,68962739,80
1251,9,68968205,69600620,73
1252,9,69611393,72870675,314
1253,9,72888295,74779332,106
1254,9,74787860,84766822,663
1255,9,84778612,93377703,688
1256,9,93384891,96903882,319
1257,9,96913301,97624504,70
1258,9,97648060,99770540,209
1259,9,99783218,100123514,36
1260,9,100128607,106760490,470
1261,9,106765931,108896962,126
1262,9,108902584,110081531,133
1263,9,110086022,110100386,3
1264,9,110104594,110108926,2
1265,9,110114139,110140372,3
1266,9,110146245,111841975,165
1267,9,111858941,112900683,116
1268,9,112934221,116260183,324
1269,9,116267033,121337857,381
1270,9,121348401,124114869,305
1271,9,124123036,126222935,233
1272,9,126228345,127455560,133
1273,9,127464418,128556718,179
1274,9,128565432,128681509,20
1275,9,128686793,128927098,36
1276,9,128931631,129861947,100
1277,9,129874601,131489732,173
1278,9,131502208,132291494,85
1279,9,132301378,132954430,86
1280,9,132969083,132993751,5
1281,9,133002701,133023225,5
1282,9,133035531,133066438,5
1283,9,133074692,135395614,234
1284,9,135420807,136797906,171
1285,9,136812271,138270560,224
1286,9,138275716,138301699,4
1287,9,138308975,138397892,3
1288,10,115544,371707,29
1289,10,377954,2223419,190
1290,10,2235932,2639937,34
1291,10,2654619,3125483,39
1292,10,3135278,3168952,6
1293,10,3183516,4945256,144
1294,10,4952746,6573717,182
1295,10,6579026,7644640,94
1296,10,7653937,9348858,103
1297,10,9361040,9629930,14
1298,10,9658369,9708434,3
1299,10,9727172,14033998,357
1300,10,14046295,16112625,206
1301,10,16134020,16227462,4
1302,10,16276793,18410505,169
1303,10,18433402,19850716,93
1304,10,19867386,21854463,165
1305,10,21859872,21874211,3
1306,10,21880427,21920526,5
1307,10,21928812,21946060,2
1308,10,21952689,23781530,155
1309,10,23795026,27363056,310
1310,10,27375620,30712263,281
1311,10,30725615,30748387,2
1312,10,30759425,31037306,25
1313,10,31047787,31264972,17
1314,10,31273168,33447752,189
1315,10,33471382,35007483,115
1316,10,35015198,37129260,144
1317,10,37153306,37598792,27
1318,10,37642247,37726105,4
1319,10,37774262,38563575,52
1320,10,38596435,38781788,9
1321,10,41927641,42057554,4
1322,10,42150759,42175348,2
1323,10,42209250,42289771,11
1324,10,42296956,43049635,54
1325,10,43064095,43509699,49
1326,10,43530543,44610674,48
1327,10,44629442,45468415,85
1328,10,45478103,45534651,5
1329,10,45554717,46371243,2
1330,10,46396163,46568496,23
1331,10,47010385,47161232,12
1332,10,47735472,47954413,2
1333,10,47970511,48018420,11
1334,10,48026472,48932353,19
1335,10,49060081,50721556,176
1336,10,50764988,51264997,19
1337,10,51306200,51581040,6
1338,10,51672831,54212972,250
1339,10,54223740,55344624,50
1340,10,55351133,55782605,48
1341,10,55795426,58408695,154
1342,10,58432737,60103148,84
1343,10,60125080,63239913,244
1344,10,63282635,64126023,83
1345,10,64146695,66004965,110
1346,10,66018580,66423604,17
1347,10,66455837,67974175,100
1348,10,67988973,68108381,14
1349,10,68119528,71002959,324
1350,10,71007045,72336589,156
1351,10,72351591,73557841,111
1352,10,73562944,74435007,102
1353,10,74443947,75714437,157
1354,10,75723268,76725804,108
1355,10,76752186,78419088,144
1356,10,78427308,79275280,93
1357,10,79281452,80128812,70
1358,10,80171515,81855271,91
1359,10,81863113,82109833,31
1360,10,82117433,83642137,75
1361,10,83652547,83913217,31
1362,10,83919871,84654324,84
1363,10,84660716,86792698,118
1364,10,86833369,87732633,62
1365,10,87744912,88215734,55
1366,10,88223706,88285075,9
1367,10,88305288,88563503,27
1368,10,88568946,88858473,36
1369,10,88896882,89199763,11
1370,10,89253592,89696646,47
1371,10,89707445,89727363,3
1372,10,89773041,90752756,90
1373,10,90757542,94284487,319
1374,10,94291120,95206619,90
1375,10,95214665,96111677,106
1376,10,96121352,99263776,347
1377,10,99269123,100184436,103
1378,10,100190489,101372472,123
1379,10,101383038,102927052,185
1380,10,102947788,104628575,228
1381,10,104637614,109744576,424
1382,10,109761901,116039462,407
1383,10,116046370,117201777,113
1384,10,117210751,120581888,316
1385,10,120640095,121305847,73
1386,10,121316515,123035589,162
1387,10,123051158,123681745,63
1388,10,123692335,124297847,64
1389,10,124304514,125547604,118
1390,10,125556658,126695384,109
1391,10,126700842,127563278,74
1392,10,127578239,127603523,5
1393,10,127612803,128762972,100
1394,10,128768254,130349842,123
1395,10,130385362,130850960,38
1396,10,130867848,131835039,92
1397,10,131846251,134401563,231
1398,10,134408050,135054576,82
1399,10,135057540,135105007,12
1400,10,135120942,135123668,2
1401,10,135142920,135266354,19
1402,10,135291410,135316513,4
1403,10,135324914,135395562,3
1404,11,182372,223502,11
1405,11,234177,263286,5
1406,11,270778,293829,6
1407,11,297092,3320321,373
1408,11,3327942,5733442,294
1409,11,5742476,5762182,4
1410,11,5777496,5838945,11
1411,11,5849760,5891661,8
1412,11,5906060,7757329,234
1413,11,7762277,7797993,5
1414,11,7803570,10028138,252
1415,11,10046146,11172422,105
1416,11,11183773,12966647,160
1417,11,12983832,14255839,98
1418,11,14272534,15231551,99
1419,11,15253180,15787974,19
1420,11,15925810,16521314,55
1421,11,16532712,18443734,202
1422,11,18447860,19551133,92
1423,11,19570565,20098137,52
1424,11,20113144,21887299,150
1425,11,21926331,24388057,110
1426,11,24432855,25844571,93
1427,11,25875088,29151737,223
1428,11,29167359,31313660,149
1429,11,31323535,31998955,63
1430,11,32019726,32772242,64
1431,11,32782710,32814911,5
1432,11,32828281,33509097,58
1433,11,33522261,34288349,69
1434,11,34294135,34457136,12
1435,11,34467657,35519709,87
1436,11,35541828,35816070,26
1437,11,35835578,36414926,53
1438,11,36423103,37398955,53
1439,11,37466023,37830303,11
1440,11,37873219,38519214,19
1441,11,38560995,38781628,8
1442,11,38824655,40515667,77
1443,11,40525781,41641283,81
1444,11,41674896,41967473,11
1445,11,41982016,43404918,60
1446,11,43414253,44588217,102
1447,11,44598006,46364566,159
1448,11,46368437,47509993,143
1449,11,47517219,48452638,103
1450,11,48475465,48621072,6
1451,11,48953023,49891798,50
1452,11,49905029,50188427,26
1453,11,50198508,50337734,9
1454,11,51244499,51381908,11
1455,11,54789837,54807283,2
1456,11,54836429,55118214,30
1457,11,55124730,55194990,11
1458,11,55200744,55207305,2
1459,11,55225136,55598948,55
1460,11,55607240,56294614,105
1461,11,56304321,56600048,21
1462,11,56638774,57008990,50
1463,11,57020510,57237001,34
1464,11,57242600,57277614,8
1465,11,57286051,57442914,15
1466,11,57452577,57968617,67
1467,11,57986437,58424388,42
1468,11,58439169,58548776,13
1469,11,58566389,58626432,6
1470,11,58634869,58924165,28
1471,11,58938579,59160725,32
1472,11,59166822,59175539,2
1473,11,59180249,59841891,73
1474,11,59855395,59984619,21
1475,11,59990167,60725222,93
1476,11,60770870,61052710,44
1477,11,61058999,61084614,3
1478,11,61100691,61334109,29
1479,11,61339118,61799979,54
1480,11,61808121,61920836,11
1481,11,61927382,62259438,59
1482,11,62264206,62741497,63
1483,11,62753087,62867246,11
1484,11,62878222,63605370,93
1485,11,63611130,63816734,41
1486,11,63819511,64238843,49
1487,11,64244252,64294476,11
1488,11,64300466,64653446,70
1489,11,64658962,64948808,39
1490,11,64957546,65658835,115
1491,11,65669021,65808620,17
1492,11,65812482,65996469,33
1493,11,66003527,66153613,29
1494,11,66160840,66454365,40
1495,11,66460753,66511737,7
1496,11,66520903,66704162,24
1497,11,66720993,66789254,7
1498,11,66798759,66847778,10
1499,11,66868347,67229707,65
1500,11,67267798,67414758,5
1501,11,67520412,67594726,15
1502,11,67605478,67631958,4
1503,11,67644597,67786891,13
1504,11,67790584,68061824,32
1505,11,68072142,68138080,8
1506,11,68142018,68367037,26
1507,11,68378245,68528459,19
1508,11,68533317,68599238,7
1509,11,68612498,68684682,7
1510,11,68740184,68819585,5
1511,11,68821295,68894909,7
1512,11,68913061,68943548,2
1513,11,68972488,69191919,16
1514,11,69195212,69339332,23
1515,11,69350103,69357380,2
1516,11,69370206,69697125,20
1517,11,69703427,69736816,7
1518,11,69744088,69954921,24
1519,11,69968689,69976020,2
1520,11,69985851,70035066,7
1521,11,70057157,70076174,2
1522,11,70081658,70105050,3
1523,11,70110393,70189261,10
1524,11,70200628,70313623,9
1525,11,70324966,70478958,18
1526,11,70490787,70505018,4
1527,11,70519863,70552702,6
1528,11,70562838,70610269,4
1529,11,70626984,70748178,6
1530,11,70761494,70971958,31
1531,11,71081930,71292433,6
1532,11,71305189,71377650,10
1533,11,71381835,71406223,7
1534,11,71413035,71844216,54
1535,11,71861247,72016501,17
1536,11,72020024,72414605,50
1537,11,72423248,72504176,8
1538,11,72510987,73119430,68
1539,11,73133700,73543893,53
1540,11,73550091,73719108,20
1541,11,73731262,73769533,5
1542,11,73782850,73789372,2
1543,11,73803134,74080304,28
1544,11,74087184,74239789,16
1545,11,74251633,74766176,62
1546,11,74773664,74787471,3
1547,11,74793604,75303124,64
1548,11,75315081,76186622,84
1549,11,76195288,76242978,4
1550,11,76252638,76364917,12
1551,11,76374332,76586638,28
1552,11,76603764,76734446,15
1553,11,76744346,76847285,11
1554,11,76858917,77204725,35
1555,11,77212743,77275058,9
1556,11,77295422,77867327,70
1557,11,77881751,77985428,11
1558,11,78005966,78127149,11
1559,11,78137964,78627898,48
1560,11,78706656,79810606,31
1561,11,79858760,79974644,3
1562,11,80023540,80218800,7
1563,11,80263397,80790766,17
1564,11,80814746,81363283,20
1565,11,81383435,82269855,62
1566,11,82288127,82586347,31
1567,11,82599955,82867442,25
1568,11,82872781,83724262,85
1569,11,83733321,85064586,126
1570,11,85072899,86462145,129
1571,11,86480032,87537774,59
1572,11,87543609,88241579,62
1573,11,88252273,89296560,82
1574,11,89400624,89482692,5
1575,11,89496302,95731868,491
1576,11,95737778,98627006,129
1577,11,98637002,101368726,228
1578,11,101380957,101972052,61
1579,11,101977732,103163021,108
1580,11,103179669,103605605,37
1581,11,103640528,105452607,140
1582,11,105458461,107398356,144
1583,11,107409719,109050102,128
1584,11,109089452,114667900,476
1585,11,114680825,118110180,305
1586,11,118115430,118362161,32
1587,11,118366070,119578429,132
1588,11,119588838,124295965,440
1589,11,124303180,130667119,520
1590,11,130687277,132596928,182
1591,11,132606436,134432265,163
1592,12,33854,83748,5
1593,12,85118,207283,19
1594,12,215726,229742,6
1595,12,232017,397918,25
1596,12,412868,427816,14
1597,12,435020,444988,2
1598,12,456875,5263685,496
1599,12,5291289,5981041,73
1600,12,5997138,7884886,245
1601,12,7894681,7915622,3
1602,12,7930382,8009244,9
1603,12,8036400,9432943,139
1604,12,9528590,9585156,3
1605,12,9633884,10453531,112
1606,12,10464018,10484956,4
1607,12,10497371,11375835,86
1608,12,11404653,11430887,4
1609,12,11466807,11787795,19
1610,12,11793290,12143159,32
1611,12,12157656,12837059,85
1612,12,12841194,13391483,61
1613,12,13400916,14672807,112
1614,12,14687682,16233431,161
1615,12,16240722,18159238,91
1616,12,18180985,19318702,93
1617,12,19331630,23785007,355
1618,12,23801758,24366747,63
1619,12,24380594,28301386,337
1620,12,28309807,28575307,28
1621,12,28593352,29337422,37
1622,12,29347838,30203709,65
1623,12,30244358,31026604,41
1624,12,31033856,31162891,11
1625,12,31173065,31257959,5
1626,12,31265652,31284231,2
1627,12,31314993,31483451,17
1628,12,31496395,33246666,149
1629,12,33270966,34647417,66
1630,12,36160215,36244407,2
1631,12,36739877,36991812,10
1632,12,36995792,37989676,59
1633,12,37995224,38184617,18
1634,12,38208886,39136437,88
1635,12,39143365,39187593,6
1636,12,39197961,41841971,173
1637,12,41865312,42212198,26
1638,12,42221157,42337973,5
1639,12,42372231,42738343,38
1640,12,42744201,43936926,107
1641,12,43945081,44919712,81
1642,12,44923991,45851001,66
1643,12,45861893,47611599,184
1644,12,47616812,49288718,233
1645,12,49299695,51238169,253
1646,12,51241859,52425218,189
1647,12,52473664,54879669,326
1648,12,54887816,57494566,305
1649,12,57531034,59041688,73
1650,12,59087176,60039028,38
1651,12,60060494,62081511,166
1652,12,62137202,62802242,53
1653,12,62807597,63330914,48
1654,12,63340667,63566937,25
1655,12,63574243,64694907,104
1656,12,64727853,66012212,99
1657,12,66035532,66948440,56
1658,12,66954549,67332062,40
1659,12,67337260,68268028,89
1660,12,68281534,69298703,97
1661,12,69315717,70369674,100
1662,12,70379430,70453985,9
1663,12,70462057,70560603,10
1664,12,70574871,71644041,87
1665,12,71710336,71905426,8
1666,12,71924238,72624978,32
1667,12,72645832,73204852,27
1668,12,73217711,73482351,9
1669,12,73523915,74655845,77
1670,12,74674175,74721164,8
1671,12,74728500,75387573,32
1672,12,75396411,75693696,24
1673,12,75706042,77012738,81
1674,12,77023447,82859962,422
1675,12,82881635,83804633,31
1676,12,83810013,84520659,46
1677,12,84542006,85443011,85
1678,12,85450052,85962613,38
1679,12,85986743,87258350,61
1680,12,87329145,88538415,71
1681,12,88551907,88910171,16
1682,12,88953160,90674492,79
1683,12,90696859,92322330,111
1684,12,92329775,94134731,154
1685,12,94141519,97140822,217
1686,12,97156507,97840955,65
1687,12,97852156,98629015,83
1688,12,98643996,98870746,26
1689,12,98887240,100375665,146
1690,12,100382347,103227744,260
1691,12,103235991,103497565,24
1692,12,103505239,106694172,288
1693,12,106729888,108471654,165
1694,12,108480224,109587365,122
1695,12,109602873,110653727,115
1696,12,110662242,112909433,222
1697,12,112932396,115188305,114
1698,12,115213387,117427044,211
1699,12,117482117,118187418,44
1700,12,118207306,121211562,343
1701,12,121214709,125790293,411
1702,12,125830721,127205204,58
1703,12,127229464,129598126,225
1704,12,129603441,130143269,61
1705,12,130156193,130810857,41
1706,12,130823010,132389367,188
1707,13,5179,123882,5
1708,13,18194527,18354969,7
1709,13,18402053,18790922,53
1710,13,18800416,19254966,43
1711,13,19260103,19531662,30
1712,13,19539095,20627782,124
1713,13,20633975,20649522,5
1714,13,20654707,21206326,62
1715,13,21261016,23202349,118
1716,13,23214658,23713317,59
1717,13,23720843,25632309,214
1718,13,25640645,26099131,51
1719,13,26114530,26711465,52
1720,13,26717910,27327959,69
1721,13,27343854,27397290,9
1722,13,27404234,29085569,179
1723,13,29128099,30609461,140
1724,13,30623020,31761730,107
1725,13,31768319,33387727,173
1726,13,33392362,33669143,18
1727,13,33699769,34223960,22
1728,13,34246000,36189294,218
1729,13,36198054,40789054,422
1730,13,40795287,41378403,71
1731,13,41384251,42045671,68
1732,13,42053349,45262389,339
1733,13,45269295,47682284,199
1734,13,47691104,47937120,32
1735,13,47948924,51937853,440
1736,13,51943586,52065165,5
1737,13,52072865,52628327,64
1738,13,52653413,54815215,83
1739,13,54857465,56596626,67
1740,13,56602818,56610886,2
1741,13,56645552,56673183,5
1742,13,56770498,59473015,138
1743,13,59478364,59545463,10
1744,13,59551837,62339014,141
1745,13,62380464,63593790,52
1746,13,63637310,66729432,199
1747,13,66749878,67487718,27
1748,13,67522431,69041225,66
1749,13,69055547,69699416,65
1750,13,69741181,71934199,116
1751,13,71966568,72723325,69
1752,13,72745928,73112108,17
1753,13,73137009,77218661,358
1754,13,77224204,78743491,109
1755,13,78769550,84422970,246
1756,13,84451123,87878353,150
1757,13,87900787,89348492,63
1758,13,89370077,90822317,71
1759,13,90833810,92615068,197
1760,13,92654560,93502798,113
1761,13,93513108,95399913,211
1762,13,95405316,97851786,260
1763,13,97862194,98405672,60
1764,13,98419519,106107051,640
1765,13,106116697,109738959,267
1766,13,109743699,110348566,82
1767,13,110356442,112440743,168
1768,13,112445277,113373747,129
1769,13,113474906,113657214,22
1770,13,113758453,114123862,50
1771,14,18149473,18537177,4
1772,14,18624383,19090564,4
1773,14,19154992,19216369,2
1774,14,19268776,19330937,10
1775,14,19350230,19397709,5
1776,14,19402284,19490630,15
1777,14,19505698,19515781,2
1778,14,19535787,19582682,8
1779,14,19587326,19656133,9
1780,14,19665289,19995996,58
1781,14,19997548,20406205,75
1782,14,20418299,20477376,10
1783,14,20490129,20705560,48
1784,14,20722830,21262184,76
1785,14,21270813,21347112,11
1786,14,21354507,21412148,11
1787,14,21420105,21448635,4
1788,14,21464924,21511829,7
1789,14,21518235,22000194,60
1790,14,22022060,22034704,2
1791,14,22046097,22052799,2
1792,14,22066142,22237533,20
1793,14,22259312,22545671,54
1794,14,22554737,22735063,29
1795,14,22765734,23911039,174
1796,14,23921546,23927104,2
1797,14,23931880,24238252,37
1798,14,24282704,24913400,50
1799,14,24937976,25845033,30
1800,14,25879379,25966458,5
1801,14,25973380,28628763,139
1802,14,28684841,28703627,2
1803,14,28746840,29596749,68
1804,14,29606446,30197701,43
1805,14,30209271,30636982,48
1806,14,30644343,31109495,47
1807,14,31126706,31187358,8
1808,14,31196070,31906596,61
1809,14,31916282,32600189,77
1810,14,32610323,34077415,140
1811,14,34090931,34754302,83
1812,14,34765550,35332809,60
1813,14,35347136,36478421,105
1814,14,36483547,37475298,121
1815,14,37489099,37598648,10
1816,14,37627931,38890108,98
1817,14,38908039,40550969,79
1818,14,40566575,40779816,10
1819,14,40812969,41461134,48
1820,14,41479353,42064713,23
1821,14,42076777,43555063,49
1822,14,43571616,44101105,30
1823,14,44127847,46166974,123
1824,14,46180088,47520893,137
1825,14,47562066,48555636,31
1826,14,48586397,48763420,7
1827,14,48795558,49374177,62
1828,14,49379507,49689536,41
1829,14,49695963,50378758,84
1830,14,50389482,50946632,45
1831,14,50969091,50997672,2
1832,14,51010758,52051333,114
1833,14,52064745,52660995,75
1834,14,52672118,53311109,53
1835,14,53327457,53857768,30
1836,14,53877628,54699527,110
1837,14,54705831,57591863,257
1838,14,57601882,59282484,164
1839,14,59289512,60676241,161
1840,14,60720314,63407607,240
1841,14,63418291,66677824,340
1842,14,66683727,67322584,90
1843,14,67338747,67711611,46
1844,14,67717489,67868637,20
1845,14,67886288,68140129,32
1846,14,68154581,71881814,401
1847,14,71888528,73047267,145
1848,14,73071404,73092018,4
1849,14,73106558,73114128,2
1850,14,73123697,74424755,174
1851,14,74430822,76554876,220
1852,14,76560703,80554345,460
1853,14,80562041,83928319,158
1854,14,83957837,89113311,316
1855,14,89122618,95080625,691
1856,14,95084499,96542228,135
1857,14,96585545,96889176,11
1858,14,96926587,98114562,49
1859,14,98140447,99640922,134
1860,14,99643257,101201692,177
1861,14,101227712,102699073,192
1862,14,102714748,102744966,5
1863,14,102754037,103609874,117
1864,14,103616696,103656706,12
1865,14,103664534,104533357,133
1866,14,104537408,105080340,79
1867,14,105082760,105322191,22
1868,14,105343150,105584008,31
1869,14,105602756,105630089,4
1870,14,105654998,105693581,4
1871,14,105708209,105839439,16
1872,14,105857193,105881279,4
1873,14,105907191,105946993,4
1874,14,105962305,106002179,6
1875,14,106017453,106212061,21
1876,14,106216726,106349756,18
1877,15,53166,592121,5
1878,15,739595,744565,15
1879,15,18362555,18431773,4
1880,15,18441135,18454050,2
1881,15,18657388,18683110,2
1882,15,18722595,18790589,4
1883,15,18835660,18884436,5
1884,15,19109124,19465359,31
1885,15,19805960,19845942,4
1886,15,19860116,19886840,7
1887,15,19910867,20060061,13
1888,15,20307869,20387327,5
1889,15,20393586,20773131,38
1890,15,20800736,20851679,3
1891,15,21195208,21982746,58
1892,15,22038880,22138119,4
1893,15,22163893,22272781,4
1894,15,22289273,22364310,4
1895,15,22374850,23389141,98
1896,15,23440964,23933266,48
1897,15,23967192,26208602,206
1898,15,26214008,26884885,7
1899,15,27009381,32443495,508
1900,15,32447707,32511475,6
1901,15,32523241,32594902,10
1902,15,32605086,32654561,3
1903,15,32667508,32751435,5
1904,15,32796260,39569934,687
1905,15,39578565,39587716,4
1906,15,39590440,39979013,54
1907,15,39989024,40217541,31
1908,15,40224293,41638388,188
1909,15,41676219,44156737,294
1910,15,44193179,48393597,382
1911,15,48406757,51888263,353
1912,15,51919876,55250930,311
1913,15,55258039,57620619,268
1914,15,57627602,58554678,76
1915,15,58564448,58660388,12
1916,15,58666398,59295594,86
1917,15,59303257,62160322,287
1918,15,62165778,63146938,136
1919,15,63158011,63872459,100
1920,15,63879006,66338634,293
1921,15,66351166,66470077,18
1922,15,66484574,67862006,149
1923,15,67879794,68837480,60
1924,15,68850093,69962913,138
1925,15,69967476,70022763,9
1926,15,70037508,71955983,211
1927,15,71960845,75101524,415
1928,15,75110193,76381135,136
1929,15,76385459,76834073,62
1930,15,76841291,76879936,5
1931,15,76887995,78887127,206
1932,15,78895415,79797536,95
1933,15,79833249,81352336,87
1934,15,81362293,82546736,140
1935,15,82553368,82745143,8
1936,15,82891457,86414330,266
1937,15,86418859,87600027,134
